Position   Rating   Sudoku_in_suduku17C_list                                                                    Canonical_form                                                                              Sudoku_from_sudokugarden.de                                                                 Cmp    Date
    1251      135   ______4_1+_8_6_____+______7__+_34______+___2___5_+7_1______+2___1__8_+____43___+______1__   ________1+_______23+__4__5___+________2+___36____+_7_2__4__+_____78__+21_______+3_6______   _______24+5____3___+________9+7_____8__+____41___+___92____+_14______+__27__3__+________2   PERM   2018-05-07
    1252      150   ______4_1+2___3____+__9_8____+17_6_____+______39_+_4_______+___4_7___+8______5_+___1_____   ________1+_______23+__4__5___+_____67__+____8_5__+13_______+___2_1__9+___3_____+_78______   __6_1__4_+______32_+_____5___+___3____8+___4_____+__7_____5+34_____9_+2________+____86___   PERM   2018-05-08
    1253      281   ______4_1+2___8____+___5_____+____3_76_+81_______+_________+63_____2_+___1_45__+___8_____   _________+_______12+__3_45___+_____6_35+_2_______+71__8____+___17____+__2_____6+_8_______   _________+___5_7___+__6___4_8+5________+___8_6__1+73____9__+9________+______37_+__51_____   PERM   2018-05-09
    1254     2474   ______4_1+3__9_____+___5__6__+_5____2__+__4_1____+_____2_7_+83_____9_+____6____+___4_____   ________1+_______2_+__3_45___+_____4__3+_2______6+71_______+___1___7_+__8___9__+_9__6____   5_______8+___1__9__+__7_5____+_____6_2_+91_______+3____8___+___3_____+__6____42+_____9___   PERM   2018-05-10
    1255      469   ______4_1+5__2_____+______3__+_3__1____+____4__1_+6______5_+__25_7___+_4____8__+___6_____   ________1+_______23+__4__5___+_____6___+_3______7+5___84___+___3__2__+__6___4__+_1_2_____   _2__3____+__7______+___1___6_+___6_9___+_5____3_2+________9+____92___+__4______+1_6____7_   PERM   2018-05-11
    1256      306   ______4_1+5__2_____+______3__+_3__8____+____4__1_+6______5_+__25_7___+_4____1__+___6_____   ________1+_______23+__4__5___+_____6___+_3______2+5___74___+___3__2__+__6___4__+_1_8_____   _6_73____+9_____5__+___8_____+__8_____7+4____1___+_____9__5+__76_____+______95_+______4__   PERM   2018-05-12
    1257      196   ______4_1+5__2_____+___9_____+_3__48___+6______9_+____1__2_+2__5__3__+__1_7____+_________   _________+_____1__2+__3_4__5_+_______6_+____5__4_+_17______+___3__8_7+4_______1+6___9____   _7___5___+_2_____9_+____4__16+__4__23__+_________+___9___8_+_____32__+9_1______+______7__   PERM   2018-05-13
    1258     6894   ______4_1+52_______+_________+3______2_+___4_1___+___8_____+_6__5__7_+2_1_3____+__4___8__   _________+_______12+____34___+_____53__+__6______+_12______+___2____6+4___7_8__+5__1_3___   ______2__+_54______+______7_1+_6__9____+7_2______+__9_5__4_+1____7___+_3_____9_+_____2___   PERM   2018-05-14
    1259     7344   ______4_1+6_2______+5________+_1_2_____+_3____8__+___5_6___+______52_+____3__9_+7___4____   ________1+_______23+____45___+______46_+__2______+_31__7___+___28____+5__3__9__+6________   ________7+9_1______+____4_3_6+____59___+_37______+_6_______+___7_8___+2__3___5_+_______1_   PERM   2018-05-15
    1260     9420   ______4_1+7__2_____+___8_6___+___7___2_+_4____3__+_1_______+2______8_+_5__1____+6___3____   _________+_____1_23+__456____+____7_6__+_2_______+_3______8+___8_2___+5________+7_6___4__   ___76___1+_________+_84__3___+___9_8___+1______26+_______7_+6___2____+__9___4__+______8__   PERM   2018-05-16
    1261      132   ______4_1+7__2_____+9________+5__76__3_+_4____8__+___5_____+_1__84___+______27_+_________   _________+_______12+__3_45___+______3_4+_1_2_____+_6_______+___7_____+__4_____5+_7_1_8_9_   __3_2____+__5______+___94__8_+_8___35__+_4__7____+______1__+_________+__1__5___+____9__46   PERM   2018-05-17
    1262      491   ______4_1+8___9____+______6__+7__2_____+___4_1___+_3_____8_+_12______+____5__3_+6_4______   ________1+_______23+__4__5___+_____67__+_1_______+83_______+____1_6__+___32____+__78___9_   ___8_3___+4______2_+___9_____+______7_8+________9+6___5____+_83______+__9_6____+_7___1_5_   PERM   2018-05-18
    1263      295   ______4_1+8___9____+______6__+7__2_____+___4_1___+_3_____9_+_12______+____5__3_+6_4______   ________1+_______23+__4__5___+_____64__+_1_______+73_______+____1_6__+___32____+__87___9_   ___8_7___+_____5___+__1____9_+________5+______2_7+__6_9____+87_______+5___6____+_2_4___3_   PERM   2018-05-19
    1264     2570   ______4_1+8__2_____+___6_7___+___8___6_+_4____3__+_1_______+6______2_+_5__1____+7___3____   _________+_____1_23+__456____+____7_6__+_2_______+_3______8+___8_2___+5________+6_7___4__   5___6____+___8___3_+_______4_+6_2______+9_______5+___3_4___+_8______2+_4_____1_+____9___6   PERM   2018-05-20
    1265     1269   ______4_1+8__5_____+______7__+__28_____+___1___5_+_7____6__+____67_2_+_4__3____+1________   ________1+_______23+__4__5___+_____2___+_6__3____+17____8__+____1___7+__2___4__+__58_____   ________4+__52_8___+_____6_7_+__9_4____+____3_5__+8______2_+74_______+____9___3+2________   PERM   2018-05-21
    1266      448   ______4_1+8__5_____+2________+_5_4__3__+7_____6__+___3_1___+____2__8_+_4__6____+_3_______   _________+_____1_23+_45_6____+______4__+2___73___+8________+______57_+___8_____+_1_3_2___   __7______+___5__13_+___2_____+________2+_____85_1+3_9______+51____8__+_________+____97_6_   PERM   2018-05-22
    1267      131   ______4_2+3__7_____+______6__+_6___2___+5______3_+____1__5_+__813____+_2____9__+___5_____   ________1+_______23+__4__5___+_____6___+_2______7+8___49___+____9_6__+__6___4__+_1_2_____   __7___2__+_____87_6+3________+______9__+_6___2___+4______3_+___45__1_+_26______+____3____   PERM   2018-05-23
    1268     1883   ______4_3+15_______+______7__+_8_____2_+_____6_5_+____74___+2__15____+__3___6__+___8_____   ________1+_______23+____45___+_____67__+__8___5__+_13______+___2____8+45__7____+6________   ___7_____+6__8_2___+_9______4+8_2______+________3+______9_5+____4__2_+____53___+__7____6_   PERM   2018-05-24
    1269      160   ______4_3+15_______+8________+____346__+_1_____5_+7___2____+___1___6_+__3___2__+___8_____   ________1+_______23+____45___+_____64__+__1______+__37_____+___2___3_+_6______8+54___7___   4___2____+_6____5__+____7____+________7+_95______+_______82+8______2_+_____6__1+_4_9_5___   PERM   2018-05-25
    1270      234   ______4_3+51_______+8________+____346__+1______5_+_7__2____+___1___7_+__4___2__+___8_____   ________1+_______23+____45___+_____65__+__1______+__27_____+___3____2+_6_____7_+54___8___   ____5____+______4_7+____18___+_347_____+_7___2___+_______5_+___3____2+1________+5___9__8_   PERM   2018-05-26
    1271      216   ______4_3+71_______+______8__+__3_4_2__+5__6_____+____8____+___5_7_1_+_34______+___1_____   ________1+_______23+____45___+___3_2___+__5______+_46___5__+__7_6____+1________+3__2____8   ______18_+____5____+___24____+_6_____7_+4___3___2+5________+______2_4+_78__1___+_1_______   PERM   2018-05-27
    1272      160   ______4_3+85_______+1________+____346__+_8_____5_+7___2____+___1___6_+__3___2__+___8_____   ________1+_______23+____45___+_____64__+__17_____+__3______+___2___3_+_6______8+54___7___   _____9___+______52_+___7_1___+____5__6_+_9______4+_1_______+__6__8___+___1____7+2_5____4_   PERM   2018-05-28
    1273      141   ______4_5+_3__1____+______7__+__8_6_2__+4_5______+_________+_7_2__61_+3__5_4___+_________   _________+_______12+__3__4__5+_________+___12__6_+_74_3_8__+_____76__+__8______+2_1______   ________7+1__8__5_3+___2_____+___17____+____3____+8______2_+___5___9_+47_______+_3__9____   PERM   2018-05-29
    1274      170   ______4_5+_4_3_____+9_____1__+_28____3_+_____4_6_+____1____+___2__78_+5_1______+_________   _________+_______12+__3_45___+_____1__6+___2_7___+__8___7__+____8_34_+_1_______+7___9____   7____9___+_____283_+__1______+___47____+_2____7__+____1___6+_______14+_________+_8__53___   PERM   2018-05-30
    1275      132   ______4_5+_4_3_____+9_____1__+_82____3_+_____4_6_+____1____+___2__78_+5_1______+_________   _________+_______12+__3_45___+_____1__6+___2_7___+__8___7__+____8_43_+_1_______+7___9____   _7______5+_____9_6_+___4_5___+__9______+5___3____+____7_2_8+_________+______94_+_2__81___   PERM   2018-05-31
    1276      132   ______4_5+_6_8_____+2_____1__+_89____3_+_____7_6_+____1____+___2__37_+5_1______+_________   _________+_______12+__3_45___+_____1__3+___2_6___+__7___8__+____5_79_+_1_______+4___8____   _5____1__+__4__3___+_____62__+92_____7_+____47_8_+1________+____8____+___2_____+__3____5_   PERM   2018-06-01
    1277      372   ______4_6+2__7_____+8________+_4__65___+7______2_+______8__+___2__17_+__3_____5+_6_______   ________1+________2+__3__4___+_____3_4_+_1__2____+_5___67__+____8____+___1____5+7_4____3_   3_____1_2+__4__5___+___9_____+__7______+__5______+____2___3+2___3____+_1__6__4_+___7___5_   PERM   2018-06-02
    1278      336   ______4_7+_1_6_____+_5_______+___16_2__+3_____8__+___5_____+7___24___+__4__3___+_______1_   ________1+_____2___+_34_____5+______26_+____5____+__71_____+___57____+_8_3_____+62____8__   ___5__73_+_1_____5_+_86______+_____9___+3________+_____8_14+___37____+__8______+_9______6   PERM   2018-06-03
    1279      136   ______4_7+_5__8____+6_____1__+_82____3_+___4___6_+___1_____+____2_85_+1__7_____+_________   _________+_____1__2+_34____5_+________1+__6_____7+__835____+___4___3_+_1___6___+27_______   9_____7__+___8___6_+1________+_384_____+____1_9__+_________+________4+____9__83+26__7____   PERM   2018-06-04
    1280      408   ______4_7+_5__8____+9_____1__+_28____3_+___4___6_+___1_____+____2_89_+4__7_____+_________   _________+_____1__2+_34____5_+________6+__7_____1+__835____+____9__3_+_6___4___+21_______   _________+___3___49+__5_2____+_8_4_____+______25_+__9____6_+____5___1+43______7+____6____   PERM   2018-06-05
    1281      149   ______4_7+_5__8____+9_____1__+_82____3_+___4___6_+___1_____+____2_89_+1__7_____+_________   _________+_____1__2+_34____5_+________1+__6_____7+__835____+___9___3_+_1___4___+27_______   8___95___+__3___1__+_________+9_______2+___36____+____1_5__+_____4_89+__1______+__6__7___   PERM   2018-06-06
    1282      374   ______4_7+_5__8____+9_____1__+_82____3_+___4___6_+___1_____+____2_89_+4__7_____+_________   _________+_____1__2+_34____5_+________6+__7_____1+__835____+___9___3_+_6___4___+21_______   _________+__386____+9______7_+________3+7_____6_8+2__4_1___+_____9___+__8___2__+_____7_5_   PERM   2018-06-07
    1283      135   ______4_7+6__8_____+_________+_3__79___+______38_+___2_____+____37__9+8_2____6_+1________   _________+_______12+__3__4___+______3_5+__6______+17__5____+_____8___+___6_34__+51_____7_   _________+_____34__+_15______+3_7______+___12___7+_____9___+4_____39_+______6__+_2_71____   PERM   2018-06-08
    1284      136   ______4_7+6__8_____+_________+_3__97___+______38_+___2_____+____43__9+8_2____6_+1________   _________+_______12+__3__4___+______3_5+__6______+17__5____+_____8___+___6_34__+52_____7_   ___89_7__+_3_______+64______5+_______84+_____6___+__817____+_5___4___+______19_+_________   PERM   2018-06-09
    1285      794   ______4_8+_7__1____+______2__+_6_____3_+4__8_____+___2_____+2__5__1__+____6__7_+__8_3____   _________+_____1_23+__456____+_____2__7+____3____+__8___5__+___8__6__+_3_______+27___4___   _____89__+_7____6__+__3_1___2+____3____+___75____+8_____1__+__5_____7+9____6___+________3   PERM   2018-06-10
    1286    27946   ______4_8+2___7____+1________+_8_6_____+______31_+___4___2_+_4____7__+____32___+___51____   _________+_______12+__3__4___+______3__+_5___64__+12_______+____1____+___25__6_+4_78_____   6___1__4_+___29____+_______8_+_19___6__+__54_3___+_2_______+_________+______2_9+4____8___   PERM   2018-06-11
    1287      309   ______4_8+9__3_____+___1_____+______53_+_____51__+2___6____+___72___6+_54______+_______1_   ________1+________2+__3__4___+_____5_4_+____1____+_67____8_+___7__6__+2__16____+9______5_   1___8____+9_____6_3+___6____7+_____9___+__4____5_+_____3___+_67_2____+____5__8_+______3__   PERM   2018-06-12
    1288      351   ______4_9+_1_6_____+_5_______+___16_2__+3_____8__+___5_____+7___49___+__4__3___+_______1_   ________1+_____2___+_34_____5+______26_+____5____+__78_____+___17____+_9_5_____+62____9__   6________+94___2___+_____1_5_+____83___+______6__+4_____9__+___9_____+_38____7_+__5_____3   PERM   2018-06-13
    1289      132   ______41_+__3___5__+_2_8_____+5___1_6__+__82_____+___7_____+4___5____+_7______2+_____3___   ________1+_____2___+__3____45+_____62__+__4_5____+_7_____8_+___8_____+__1_4____+62____7__   _____1__6+__9___5__+_3_4_____+____2____+________1+__895____+_______4_+__2___9__+61___3___   PERM   2018-06-14
    1290      583   ______41_+2__3_____+6________+____65_4_+38_______+_2___4___+___5__3_2+__1_7____+_________   _________+_____1__2+_34____5_+____3__4_+____6____+1_7______+___3__7__+___84____+7_____5_6   _____42__+_35_____7+_________+___3___8_+8_____67_+___95____+4_8______+____6____+____3___5   PERM   2018-06-15
    1291      346   ______41_+2__5_____+7__8_____+___69___2+34_______+__7______+_15_4____+_____32__+_________   _________+_____1__2+_34____5_+____1_67_+__8______+25_______+___3_5___+1_____4__+8_____9__   ____53_8_+__1____2_+__9___5__+3__2_____+________3+___1_____+____49__7+8________+__2_____6   PERM   2018-06-16
    1292      141   ______41_+8____2___+___1__6__+_4_56____+_1______2+_______8_+3__7_____+____4_9__+2________   _________+_______12+__3_45___+________4+_2____3__+61_7_____+___1___6_+__4______+2____8_9_   __1___8__+___5_9___+___6____9+__8______+__3_____2+___4___5_+_____1___+_5_____67+_9__8____   PERM   2018-06-17
    1294      138   ______42_+___9__5__+8________+_7_23____+__5_____8+_______1_+1____8__3+2_____6__+___4_____   ________1+_______2_+__3_45___+________6+_____3___+_7_8____4+_____6_3_+4_____5__+82__9____   ___5_18__+4________+_3_______+___8_____+6________+1___7__2_+__5_____1+_8_6_____+_____9_37   PERM   2018-06-18
    1295      133   ______42_+_9_5_____+______3__+___1___85+2_3______+___7_____+3___2_6__+_15_____7+_________   _________+________1+__2_34___+_____2_3_+_1___5___+67______8+___1____6+___6___2_+__9____4_   _6__4___5+_________+9_82_____+_______2_+_56______+___8_1_9_+3______8_+____75___+____6____   PERM   2018-06-19
    1296      134   ______42_+_9_5_____+______3__+___1___85+2_3______+___7_____+3___2_6__+_75_____1+_________   _________+________1+__2_34___+_____2_4_+_1___5___+67______8+___1____6+___6___2_+__9____3_   ___9_7___+______3__+82____5__+5__83____+_________+__1__9_7_+____6_8__+_74______+__9______   PERM   2018-06-20
    1297      133   ______42_+_9_6_____+______5__+___1___36+2_5______+___8_____+3___2_7__+_86_____1+_________   _________+________1+__2_34___+_____2_4_+_1___5___+67______8+___1____5+___6___2_+__9____3_   ____6__28+4______7_+1____5___+__8__1___+_____39__+__7_4____+53____1__+_________+____7____   PERM   2018-06-21
    1298      134   ______42_+1_5______+7________+_2____89_+____3_7__+___15____+3_______1+___9_4___+___2_____   ________1+_______23+____45___+____674__+__8__1___+_32______+___3____8+_4_______+56_______   ____2___6+____5_4_7+__1______+__94_1___+_____8___+________2+______98_+62_____1_+5________   PERM   2018-06-22
    1299      132   ______42_+1_5______+8________+_2____89_+____3_7__+___15____+3_______1+___9_4___+___2_____   ________1+_______23+____45___+____165__+__7_8____+_32______+___3____7+_5_______+46_______   ____3____+__5_42___+_______1_+______3_5+91____4__+7________+___1___9_+__4______+___7___28   PERM   2018-06-23
    1300     1750   ______42_+3___6____+_____1___+12_4_____+____5___6+_8_____7_+5_6_____3+___2__8__+_________   _________+_____1__2+_34____5_+______1_6+____7____+__53_____+___4___3_+1_7__6___+2_____8__   ______3__+64_______+___7___2_+1_______4+_________+__782____+__2____8_+___3_4__6+_5___1___   PERM   2018-06-24
    1301      332   ______42_+3_8______+9________+___58_1__+_4____7__+___3_____+_7___4_5_+___6___3_+________8   ________1+_______23+____45___+_____65__+__3______+_27__8___+___2_____+__9_3____+5___7_6__   ____6_4__+75_______+_9_______+_____3_15+_______9_+____4____+___9_____+__8_15___+__4___62_   PERM   2018-06-25
    1302      338   ______42_+5___9____+________6+___8_2___+1______3_+___4_____+____3_15_+_846_____+______7__   ________1+________2+__3__4___+_____5_6_+_7_______+12______8+____1_93_+___8_____+__6_7__4_   _4____9__+___16____+_____7___+_3__8____+_______62+________1+___5_____+___34_8__+2_1_____7   PERM   2018-06-26
    1303      145   ______42_+8___5____+____1____+_3_4_7___+_______65+___2_____+5_1_____6+___3__7__+6________   ________1+_____1_23+__4_5____+___1_3___+__6______+_57___4__+___67____+2________+3_______8   _1____37_+______1__+2__5_____+___92___5+___6_____+_31______+_____7___+9_6______+_____34__   PERM   2018-06-27
    1304      194   ______43_+____6____+____5____+_______29+_4_____6_+_3_8_____+___4_35__+6_____1__+2__7_____   _________+_______12+____34___+______3__+____5_4_6+_17______+___8_____+3__2_1___+4_____79_   __7___4__+______91_+__53_____+____8____+____4____+______5_7+_9_6_____+___7_5__8+_4______2   PERM   2018-06-28
    1305      134   ______43_+6__1_____+5______2_+___7__5__+8_2______+_3_______+7____9__6+____82___+____3____   ________1+_______2_+__3_45__6+_____73__+_18______+26_______+___21____+___9__4__+__5______   4____6_1_+___7_9___+___2_____+______2__+__3_1____+_______79+_9_____3_+_25______+____8__4_   PERM   2018-06-29
    1306      133   ______45_+_____36__+____1____+2__4__7__+___2_____+_1_______+86_5_____+_______39+5_______1   _________+_____1__2+____3__45+______61_+__4___7__+_28_9____+___38___4+_7_______+1________   2__4_____+___6_7___+39______8+_4_______+__7______+____2_1_3+_________+____52__1+____9__7_   PERM   2018-06-30
    1307      132   ______45_+_____37__+____1____+6__4__2__+___2_____+_1_______+87_5_____+_______39+5_______1   _________+_____1__2+____3__45+______61_+__4___7__+_28_9____+___98___4+_7_______+1________   _74______+_1_9_____+____3____+_____481_+3_____4__+6_9______+_______3_+_2___75__+_____2___   PERM   2018-07-01
    1308      210   ______45_+___9_1___+___7_____+____6__4_+7_9______+3________+14__5____+___2____9+_8____3__   ________1+_______23+____45___+_____46__+__7______+_31______+___3____8+4_2___5__+9___7____   _1_____78+________2+59_______+7__9_____+___3__9__+__2______+_____1___+__4_82___+_3____6__   PERM   2018-07-02
    1309      143   ______45_+_8_1_____+_________+3_5____1_+6__2_____+___74____+1___65___+_4______8+______2__   _________+_______12+__3__4___+________5+_____24__+16__3____+___17__3_+__5_6____+_28______   71_______+_4___6___+____25__3+_________+_3_9_____+______7_2+6_2__3___+___7___9_+______4__   PERM   2018-07-03
    1310      180   ______45_+1____8___+____5_6__+_______21+_3_7_____+6__4_____+__2_1____+_5____8__+___6_____   ________1+_____2__3+__4_56___+___1___5_+__2___7__+_3_______+___4_____+_1__2____+5_____86_   _4_____2_+5__7_____+________9+___9___5_+__2___7__+___85____+3_______6+____42___+__9_____8   PERM   2018-07-04
    1311      131   ______45_+8__6_____+___8_____+_9__7__2_+___1__8__+_5______6+6_____3__+____49___+____5____   _________+_______12+__3__4___+________3+____2__5_+__6_7_4__+___4_38__+_1_______+27_____9_   ___3____5+__8_4_2__+__9____7_+___5_____+5__7_____+______9_1+____18___+7_______6+____9____   PERM   2018-07-05
    1312      137   ______453+72_______+________8+1____26__+__58_____+_________+_835_____+____6_71_+_________   _________+_____1__2+__3_4__5_+_________+_____21_6+_573_____+______47_+1________+628______   _________+_3__4__1_+2__9_____+_54______+______286+________9+_________+_____135_+6_92_____   PERM   2018-07-06
    1313      134   ______453+92_______+________7+1____86__+__57_____+_________+_735_____+____4_19_+_________   _________+_____1__2+__3_4__5_+_________+_____21_6+_758_____+______97_+1________+628______   _8_____3_+4___6____+____9__1_+_7_______+9___4____+_____5___+_____3__4+_2___8__5+______9_6   PERM   2018-07-07
    1314      133   ______46_+_9_1_____+8_____3__+_2__3____+____48___+_1_______+___2____1+4______5_+6____3___   _________+_____1_23+_45_6____+______4__+___2____7+___3_8___+____4_5__+1______8_+3_8______   9__2_____+___83____+__6____5_+3_____2__+_____5_7_+8___1____+__5______+__7_____2+______9_8   PERM   2018-07-08
    1315      131   ______46_+2___5____+_______8_+___39__7_+__8___6__+_1_______+3_____5_2+___8_6___+___4_____   ________1+_______2_+__3__4___+_____3___+_5___6__7+17____8__+____7____+___51_4__+__6___9__   ___7___8_+6________+12_4_____+__8_6_2__+___9__6_1+__3______+____1____+_____5___+__4____3_   PERM   2018-07-09
    1316      132   ______46_+3__8_____+______9__+2_______7+____54___+____6__1_+___7__2_3+_65______+___1_____   ________1+________2+__3__4___+_____5_3_+_1__6____+78_____4_+___21____+___8_____+__9___65_   _6_______+_7_23____+______9_5+___4_5___+_1_____3_+___8_____+4_9______+____7__2_+__5__6___   PERM   2018-07-10
    1317      134   ______468+25_______+______1__+7_____21_+___3_8___+___4_____+____1__5_+38_______+__4______   ________1+_______23+_____4___+____2____+__51_____+__63__7__+_1_______+_8___54__+42____6__   ______3__+______87_+__296____+___137___+5_6______+____9____+7_8______+_3_______+___5____9   PERM   2018-07-11
    1318      130   ______47_+__38_____+_2_______+7_5_4_6__+____1____+_______3_+48____5__+1__2_____+___3_____   _________+_______12+__3_45___+_________+_1_6___7_+_8____4__+___1_2_8_+__4____6_+5__3_____   _____1__5+__8_3____+__9____42+_________+4_2______+____5_31_+_________+_3_9_____+__72____8   PERM   2018-07-12
    1319      134   ______48_+_____36__+____1____+2__4__5__+___2_____+_1_______+86_7_____+_______39+5_______1   _________+_____1__2+____3__45+______61_+__5___7__+_28_4____+___38___9+_7_______+1________   _____8___+__7______+__37____1+_5______4+_______23+8________+___1__8__+______65_+__92_4___   PERM   2018-07-13
    1320      133   ______48_+_____37__+____1____+6__4__2__+___2_____+_1_______+87_6_____+_______39+5_______1   _________+_____1__2+____3__45+______61_+__5___7__+_28_9____+___98___3+_7_______+1________   3___2_8__+______3__+_____7___+1______9_+84_______+________7+_96______+__7_5____+____412__   PERM   2018-07-14
    1321      133   ______48_+_____37__+____1____+6__4__5__+___2_____+_1_______+87_6_____+_______39+5_______1   _________+_____1__2+____3__45+______61_+__5___7__+_28_4____+___98___3+_7_______+1________   ____5___7+__284____+_______19+__3___52_+_1____8__+_________+6_4___3__+_____1___+___7_____   PERM   2018-07-15
    1322      134   ______48_+___3_____+6________+2_5_6____+_______73+____1____+4_____6_1+_3_7_____+___8__2__   _________+_______12+__3_45___+________6+_____3___+_2_7____8+___1__3__+4_____5__+7__28____   ______2__+3________+____54___+__7______+__2___16_+___3_8___+___72_5__+4___1____+8_______3   PERM   2018-07-16
    1323      131   ______49_+_2_1_____+______5__+8__4__3__+6_9______+___2_____+____69_7_+_4__5____+________1   ________1+_______23+__4__5___+______4__+_1___3___+26_____7_+___26____+__3_8___9+__5______   ___4_8___+_5____1_7+_____2___+__2__9___+____5____+4_1___3__+______68_+_7_1_____+_______2_   PERM   2018-07-17
    1324      232   ______49_+_5_1_____+______2__+8__5__3__+3_9______+___2_____+____69_7_+_2__4____+________1   ________1+_______23+__4__5___+______4__+_3___1___+26_____7_+___28____+__1______+__5_9___8   7_____4__+____52___+____8____+___7_____+_29__1___+__5___8__+8________+_______23+4___3___6   PERM   2018-07-18
    1325      231   ______5_1+____42___+_____8___+_317_____+______62_+_5_______+6__15____+4______8_+___3_____   ________1+_______23+____45___+______6__+__21_____+__7___45_+___3_7___+_5_______+46____8__   ____36___+4________+5_7______+________4+_2__1____+_6______7+8__5_4___+_____73__+______21_   PERM   2018-07-19
    1326      143   ______5_1+___64____+1___8____+_275_____+_3_____6_+_____7_4_+___3__2__+8________+4________   ________1+________2+__3__4___+_____536_+_1__6____+_7____4__+___1_7___+___2____8+8_5______   _9______7+_5_______+___43____+1_3______+__4__9__6+____8____+_____8___+5_____31_+___6_7___   PERM   2018-07-20
    1327      131   ______5_1+___82____+_________+23____6__+___4___8_+_5___1___+8__7___2_+____5_3__+_______4_   _________+_______12+_____3__4+_______5_+__3__67__+__4_1____+___7_43__+_1__2___8+_5_______   7____9_8_+1___6____+________3+__6_4_2__+__3______+___8_1_7_+______4_6+_____71__+_________   PERM   2018-07-21
    1328      131   ______5_1+___92____+_________+23____6__+___4___8_+_5___1___+4__7___2_+____5_3__+_______9_   _________+_______12+_____3__4+_______5_+__4_1____+__6__73__+___6_48__+_1__2___9+_5_______   ___2___4_+__7___6__+_8_1_3___+__3__69__+_1______2+__5______+______5_3+_________+42_______   PERM   2018-07-22
    1329     3976   ______5_1+_3__2____+____74___+5_16_____+______34_+6________+1__5_____+_2_____7_+___8_____   ________1+_______23+__4_56___+______7__+_1_3_____+_8____5__+___2___8_+__7______+4_5_7____   _______81+__4_7____+___93____+_____5___+__7___3__+8____1___+18___6___+6________+______9_4   PERM   2018-07-23
    1330    96762   ______5_1+_4__8____+______6__+32_5_____+4______8_+___1_____+__56__2__+__6_4__7_+_________   _________+_____1__2+_34____5_+_______35+_6___2___+27_______+____4____+___53__6_+1_______8   78_______+_______32+_____3__9+3____6___+_7____4_8+_________+___4_____+_9_87____+1______6_   PERM   2018-07-24
    1331      365   ______5_1+_4_8_____+_________+1_9______+___3__8__+__5______+7___19_2_+_3____68_+_______4_   _________+_______12+__3__4___+______3__+__5___4_6+_7_18_9__+_____5__4+2________+81_______   __9______+____2_3__+__6______+_____9___+_5___42__+128______+_3__1____+_______46+__7_____9   PERM   2018-07-25
    1332      322   ______5_1+_4_8_____+_________+5_1___6__+___4_8___+7________+_3____28_+4__31____+_______9_   _________+_______12+__3__4___+______5__+_____63_7+_16_4____+____8____+___12___9+3_4______   _____6___+___3_81__+1______7_+_8___2_5_+_______94+_6_______+9___1_7__+____9____+______6__   PERM   2018-07-26
    1333      994   ______5_1+_4_8_____+_________+5_2___7__+___3__2__+___4_6___+16_____4_+7___5____+_______8_   _________+_______12+__3__4___+______3__+____154__+_2__6____+___72___6+__8_____7+5_4______   ___2__7__+_________+_46______+_____4_9_+2________+7_____16_+_3_8_____+_9_____43+___71____   PERM   2018-07-27
    1334     5615   ______5_1+_8_4_____+___3_____+13__5____+_____27__+_______6_+2_5___6__+___8___4_+__7______   ________1+_______2_+__3_45___+_____3__4+_2______6+71_______+___6_____+__5___8__+_8_1___7_   ______5__+__4_____1+9__86____+_3____2__+_____1___+___4_9__5+_2__3____+_______89+_6_______   PERM   2018-07-28
    1335      134   ______5_1+_9__3____+_________+2___8__4_+1__9_____+______3__+_4____86_+___5_1__9+___2_____   _________+_______12+__3__4___+________3+__5_6_7__+_4__1____+_____78_5+_6_______+12_____4_   _3_7___2_+4______8_+_9___6___+_____37__+8________+2_5_4____+____85___+_________+_6____4__   PERM   2018-07-29
    1336      224   ______5_1+_9_4_____+___3_____+18__5____+_____27__+_______6_+2_5___6__+___9___4_+__7______   ________1+_______2_+__3_45___+_____3__6+_2______7+81_______+___7_____+__5___9__+_9_1___8_   7____4__6+9________+___8___4_+_1____5__+_____39__+____67___+_821_____+______7__+________3   PERM   2018-07-30
    1337      133   ______5_1+1__2_____+______3__+__5_41___+_3____7__+___6_____+62_____8_+____5__2_+_____3___   ________1+_______23+__2__4___+_____5___+_1______6+3__27____+____3_4__+___1_____+_45___8__   8__2_____+1____4___+__9____6_+____9__8_+4________+_2__6____+________8+____36___+_5____2_4   PERM   2018-07-31
    1338      134   ______5_1+1__8_____+______4__+__5_13___+_4____7__+___6_____+62_____8_+____5__2_+_____4___   ________1+_______23+__2__4___+_____5___+_1______6+3__27____+____1____+___3__8__+_85___4__   ____3___2+__4____6_+_7_____9_+2___9____+_______7_+8_____4__+38_______+___7_45__+___9_____   PERM   2018-08-01
    1339      152   ______5_1+2___7____+_________+_135_____+____4_6__+_______7_+67_____2_+___8_3___+4__1_____   _________+_______12+__3__4___+______3__+__5_____6+_2_17____+___3_64__+_1___5___+78_______   _95______+__3___7__+_____286_+___13____+_________+6_____2__+__1____39+_____6___+7__8_____   PERM   2018-08-02
    1340      135   ______5_1+2__3_____+7_6______+_8____14_+___6__2__+___7_____+____85___+6______2_+____1____   ________1+_______23+__4__5___+______6__+____5_4__+_3__17___+___12____+__5___8__+4_6______   __3______+________4+_____4_65+____1____+___93____+45_____2_+6_9___1__+______9__+__8__6___   PERM   2018-08-03
